42276.1, 39326.7, 5760.7, 21736.8, 23568.2, 11434.3, 36231, 63
41774.2, 39212.2,
41745.1, 39090.9,
41563, 38762.4,
41209.8, 38558.9,
40843.6, 38425.9,
40700.4, 38390.6,
40571.9, 38213.9,
40382.5, 38088.7,
40180.6, 38034.8,
39980.7, 37961.6,
39770.2, 37893.6,
39733.8, 37847.4,
39676.3, 37732.8,
39613.7, 37689.5,
39562.3, 37631.6,
39476, 37575.8,
39450.3, 37548.9,
39328.6, 37504.3,
39296, 37459.2,
39275.4, 37415,
39250.1, 37344.4,
39204.9, 37308.5,
39190.3, 37265.1,
39171.4, 37232.5,
39133.7, 37223.2,
39140.2, 37203,
39079.4, 37132.8,
39080.2, 37134.2,
38992.2, 37129.2,
39010.9, 37107.6,
38964, 37105.7,
38959.6, 37063.4,
38893.7, 37057.5,
38920, 37045.2,
38920.2, 37029.3,
38890, 37025.8,
38892.8, 37007.3,
38875.8, 37003.5,
38870.4, 36964.7,
38855.5, 36941,
38829.9, 36928.5,
38852.9, 36928.8,
38818, 36910.9,
38748.5, 36907.7,
38751.9, 36899.2,
38705.4, 36898.4,
38681.7, 36881,
38658.8, 36881,
38666.1, 36881.5,
38654.6, 36873.3
