46304.7, 40578, 371.7, 1440.3, 45223.7, 15464.3, 36231, 154.2
44086.1, 40402.3,
43776.1, 40462.6,
43808.4, 40350.1,
43744.9, 40282.7,
43546, 40255.7,
43338.4, 40222.9,
43083.3, 40133.9,
43006.3, 40100.5,
42936, 39966.2,
42775.1, 39965.4,
42671, 39953.3,
42743.1, 39912.7,
42672.1, 39796.9,
42527.1, 39787.5,
42542.4, 39668.7,
42470.7, 39632,
42391.8, 39626.9,
42357.3, 39626,
42291.8, 39593.8,
42383.3, 39585.5,
42290.3, 39580.8,
42224.3, 39564.4,
42260.9, 39503,
42313.8, 39458.5,
42264.6, 39457.8,
42318.5, 39455.3,
42330.6, 39442.8,
42382.6, 39407.1,
42405.3, 39402.4,
42430.3, 39391.3,
42332.3, 39390.6,
42279.2, 39343.5,
42203.2, 39335.8,
42174.6, 39329.5,
42280.2, 39326.1,
42276.1, 39324.2,
42221.7, 39318.5,
42231, 39315.3,
42193.2, 39314.1,
42125, 39306.9,
42085.5, 39306.3,
42081.5, 39296.3,
42107, 39293.5,
42106.5, 39290.2,
42070.7, 39288.7,
42059.4, 39282.4,
42093.4, 39274.5,
42003.5, 39272.5,
41982.9, 39267.9,
42012.9, 39267
