1259.94, 1243.43, 3639.93, 10864.5, 4237.13, 2091.73, 24033, 1.41152e-05
1256.87, 1229.42,
1253.83, 1229.42,
1248.23, 1229.42,
1240.02, 1229.42,
1232.28, 1229.42,
1235.26, 1229.42,
1231.51, 1229.42,
1238.42, 1229.42,
1234.38, 1229.42,
1232.8, 1229.42,
1232.95, 1229.42,
1234.21, 1229.42,
1232.75, 1229.42,
1233.2, 1229.42,
1232.98, 1229.42,
1232.82, 1229.42,
1231.73, 1229.42,
1233.93, 1229.42,
1233.12, 1229.42,
1234.85, 1229.42,
1235.28, 1229.42,
1232.08, 1229.42,
1231.53, 1229.42,
1232.74, 1229.42,
1233.37, 1229.42,
1232.99, 1229.42,
1233.7, 1229.42,
1233.57, 1229.42,
1236.1, 1229.42,
1233.54, 1229.42,
1235.18, 1229.42,
1232.85, 1229.42,
1231.35, 1229.42,
1234.75, 1229.42,
1234.03, 1229.42,
1232.43, 1229.42,
1232.11, 1229.42,
1233.69, 1229.42,
1234.54, 1229.42,
1232.56, 1229.42,
1234.84, 1229.42,
1232.61, 1229.42,
1231.69, 1229.42,
1234.07, 1229.42,
1233.92, 1229.42,
1233.91, 1229.42,
1233.16, 1229.42,
1235.32, 1229.42,
1233, 1229.42,
1232.24, 1229.42
