1264.83, 1257.64, 19686.9, 56993.9, 15494.1, 7825.13, 24033, 0.000423457
1257.64, 1257.64,
1257.64, 1257.64,
1257.64, 1257.64,
1257.64, 1257.64,
1257.62, 1257.35,
1257.56, 1257.35,
1257.4, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.38, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.37, 1257.35,
1257.37, 1257.35,
1257.36, 1257.35,
1257.36, 1257.35,
1257.36, 1257.35,
1257.36, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.36, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.38, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.37, 1257.35,
1257.35, 1257.35,
1257.36, 1257.35,
1257.36, 1257.35,
1257.35, 1257.35
