42787.8, 37518, 1071.1, 4122.2, 42541.8, 14764.9, 36231, 505
40649.8, 37480.5,
40378.2, 37421.8,
40368.5, 37359.8,
40267.2, 37271,
40001.8, 37144.5,
40035.8, 37037.2,
39899.8, 37007,
39711.5, 36985,
39481.8, 36839.5,
39556.2, 36825,
39391.2, 36795,
39373.5, 36784.2,
39191, 36646.2,
39255, 36624.5,
39296.8, 36607.8,
39153.2, 36598.5,
39089.5, 36456.2,
39099.5, 36435.2,
39057.5, 36411.5,
39062.5, 36397.5,
38938.2, 36320.2,
38992.8, 36313.8,
38948, 36307,
38941.5, 36276.2,
38802, 36205.5,
38844.8, 36191.2,
38800.2, 36156.5,
38764.8, 36136.5,
38613, 36073,
38669, 36053.5,
38671, 36044.5,
38614.8, 36031.8,
38622.5, 35941.2,
38620.8, 35935.2,
38618.2, 35929.8,
38599, 35925.2,
38520, 35882.2,
38460, 35876.5,
38458.5, 35874.5,
38403.5, 35868,
38280.5, 35850.5,
38463, 35848.5,
38428.8, 35846.8,
38462, 35842.2,
38365.5, 35833.2,
38401.2, 35832,
38381.5, 35831,
38420.2, 35830.2,
38211.2, 35822.5,
38352.8, 35822.2
