45741.5, 40612.3, 821.2, 2469.9, 44194.1, 15014.8, 36231, 451.6
42778.5, 40138,
42546.4, 40284.2,
42693.6, 40221.4,
42776.6, 40120.9,
42721.4, 40042.5,
42627.8, 40257.7,
42562.4, 40204.9,
42530.5, 40129.2,
42306.5, 40105.5,
42291.8, 40094.1,
42177.6, 40065.9,
42185.4, 40037.5,
42030.1, 39869.1,
41938.3, 39844.2,
41891.3, 39842.5,
41663.7, 39823.6,
41656.4, 39817.8,
41680.4, 39742.9,
41648.3, 39738.8,
41584.9, 39728.6,
41505.5, 39712,
41505, 39612.5,
41512.9, 39600.5,
41480.8, 39598.8,
41405.3, 39571.5,
41419, 39564.7,
41404.8, 39548.3,
41306.2, 39533.1,
41358.5, 39510.7,
41342.1, 39524.3,
41315.1, 39514.7,
41258.4, 39452.8,
41237, 39445.4,
41275.8, 39422.8,
41290.3, 39405.5,
41319.3, 39388.4,
41266.2, 39386.3,
41298.1, 39371.5,
41325.8, 39370.1,
41292, 39356,
41294.6, 39355.2,
41256, 39354.1,
41244, 39325.3,
41173.2, 39324.5,
41128.1, 39322.8,
41173.1, 39322.7,
41164, 39319.8,
41251.6, 39317.8,
41159.4, 39316.6,
41176.8, 39306.4
