157982, 152168, 26716.1, 78719, 102501, 42063.9, 36231, 714.267
156001, 151723,
156059, 150909,
155868, 150181,
155574, 149467,
154917, 147957,
154152, 147696,
153459, 147228,
152500, 146722,
151612, 145540,
151369, 145335,
150952, 145055,
150403, 144859,
149725, 143872,
149870, 143859,
149617, 143664,
149233, 143471,
148678, 143133,
148796, 143015,
148524, 142866,
148457, 142824,
148131, 142265,
148069, 142197,
147981, 142166,
147816, 142029,
147470, 141617,
147519, 141551,
147411, 141457,
147352, 141390,
147070, 141098,
147111, 141085,
147111, 141021,
147046, 140969,
146678, 140797,
146825, 140790,
146634, 140718,
146764, 140685,
146215, 140436,
146564, 140402,
146486, 140384,
146383, 140344,
146259, 140045,
146451, 140039,
146148, 140017,
146292, 139956,
145988, 139769,
146287, 139723,
146277, 139674,
146038, 139585,
146134, 139459,
145954, 139454
