39373.5, 37428.2, 7002.27, 21383, 23922, 10192.7, 36231, 771.5
38953.2, 37186.5,
38909.5, 36944.2,
38761.5, 36827.8,
38463.5, 36671.2,
38255, 36267,
38153, 36161.2,
38044.5, 36084.2,
37859.5, 35888.8,
37653.8, 35650.5,
37571.2, 35578.5,
37472.8, 35499,
37380.8, 35398,
37243.2, 35270,
37201.2, 35219.2,
37132, 35144,
37059.8, 35110.8,
36925.5, 34955,
36943, 34925,
36903.8, 34880,
36882.8, 34862,
36752, 34757.8,
36768.5, 34740.5,
36791.8, 34718.2,
36698.2, 34687.5,
36617.5, 34630.8,
36627, 34614.8,
36594.2, 34596.5,
36577, 34562,
36492.8, 34489.2,
36512.8, 34470.5,
36481.5, 34450,
36472.2, 34433.5,
36300.2, 34379.2,
36376, 34362.8,
36331.8, 34352,
36266, 34336.2,
36194, 34286,
36223, 34280,
36220, 34272.2,
36135, 34270.5,
36098.2, 34223.5,
36134.5, 34219.8,
36127.2, 34216.5,
36079.5, 34214.8,
36036.8, 34194.8,
36088.2, 34189,
36115.8, 34186.5,
36052.2, 34182,
36029, 34170.5,
36062.2, 34166.5
